x(1,7) = 5 
x(2,6) = 8 
x(3,10) = 8 
x(4,9) = 6 
x(5,4) = 3 
x(6,10) = 11 
x(7,1) = 5 
x(8,2) = 3 
x(9,10) = 6 
x(10,6) = 7 
x(11,6) = 4 
x(12,5) = 6 
x(13,7) = 10 
x(14,1) = 11 
x(15,5) = 4 
x(16,7) = 11 
x(17,4) = 7 
x(18,6) = 9 
x(19,9) = 3 
x(20,2) = 3 
x(21,1) = 11 
x(22,10) = 11 
x(23,10) = 4 
x(24,1) = 5 
x(25,3) = 8 
x(26,9) = 4 
x(27,6) = 10 
x(28,3) = 0 
x(29,7) = 9 
x(30,3) = 9 
x(31,9) = 3 
x(32,5) = 6 
x(33,6) = 11 
x(34,8) = 5 
x(35,3) = 0 
x(36,6) = 3 
x(37,5) = 1 
x(38,2) = 9 
x(39,7) = 8 
x(40,1) = 8 
x(41,5) = 9 
x(42,3) = 10 
x(43,9) = 8 
x(44,2) = 5 
x(45,1) = 0 
x(46,10) = 4 
x(47,8) = 4 
x(48,8) = 7 
x(49,4) = 9 
x(50,9) = 7 
x(51,4) = 2 
x(52,2) = 4 
x(53,7) = 3 
x(54,3) = 3 
x(55,2) = 7 
x(56,10) = 11 
x(57,10) = 3 
x(58,8) = 9 
x(59,7) = 11 
x(60,2) = 9 
x(61,4) = 5 
x(62,3) = 10 
x(63,7) = 8 
x(64,1) = 10 
x(65,2) = 6 
x(66,9) = 4 
x(67,8) = 8 
x(68,7) = 1 
x(69,3) = 6 
x(70,3) = 6 
x(71,9) = 9 
x(72,8) = 3 
x(73,4) = 8 
x(74,2) = 9 
x(75,1) = 0 
x(76,8) = 7 
x(77,5) = 1 
x(78,1) = 10 
x(79,4) = 6 
x(80,6) = 0 
x(81,9) = 9 
x(82,4) = 7 
x(83,8) = 9 
x(84,5) = 11 
x(85,7) = 7 
x(86,5) = 11 
x(87,6) = 2 
x(88,9) = 1 
x(89,10) = 5 
x(90,5) = 11 
x(91,10) = 8 
x(92,5) = 3 
x(93,3) = 8 
x(94,7) = 6 
x(95,2) = 5 
x(96,7) = 8 
x(97,8) = 9 
x(98,10) = 7 
x(99,3) = 7 
x(100,4) = 7 
