x(1,8) = 0 
x(2,8) = 8 
x(3,15) = 2 
x(4,12) = 6 
x(5,11) = 5 
x(6,10) = 0 
x(7,1) = 5 
x(8,11) = 5 
x(9,5) = 5 
x(10,13) = 1 
x(11,18) = 5 
x(12,15) = 2 
x(13,8) = 10 
x(14,18) = 6 
x(15,4) = 1 
x(16,14) = 2 
x(17,4) = 2 
x(18,17) = 5 
x(19,11) = 1 
x(20,5) = 3 
x(21,1) = 5 
x(22,14) = 3 
x(23,9) = 3 
x(24,1) = 6 
x(25,14) = 2 
x(26,17) = 5 
x(27,18) = 2 
x(28,11) = 7 
x(29,18) = 5 
x(30,10) = 2 
x(31,7) = 4 
x(32,9) = 4 
x(33,15) = 5 
x(34,14) = 0 
x(35,9) = 8 
x(36,18) = 2 
x(37,11) = 6 
x(38,12) = 1 
x(39,4) = 6 
x(40,18) = 8 
x(41,10) = 2 
x(42,10) = 7 
x(43,6) = 7 
x(44,6) = 0 
x(45,14) = 2 
x(46,1) = 8 
x(47,6) = 0 
x(48,7) = 3 
x(49,7) = 6 
x(50,5) = 2 
x(51,5) = 5 
x(52,13) = 0 
x(53,10) = 5 
x(54,2) = 6 
x(55,4) = 4 
x(56,13) = 7 
x(57,16) = 2 
x(58,18) = 9 
x(59,7) = 1 
x(60,18) = 3 
x(61,17) = 5 
x(62,2) = 0 
x(63,4) = 1 
x(64,19) = 1 
x(65,9) = 1 
x(66,2) = 0 
x(67,8) = 6 
x(68,8) = 0 
x(69,3) = 3 
x(70,14) = 1 
x(71,5) = 2 
x(72,13) = 1 
x(73,13) = 8 
x(74,20) = 5 
x(75,5) = 3 
x(76,11) = 6 
x(77,5) = 7 
x(78,1) = 0 
x(79,12) = 4 
x(80,1) = 8 
x(81,5) = 7 
x(82,12) = 6 
x(83,3) = 4 
x(84,20) = 6 
x(85,8) = 3 
x(86,19) = 4 
x(87,15) = 0 
x(88,1) = 5 
x(89,19) = 0 
x(90,3) = 4 
x(91,17) = 3 
x(92,6) = 5 
x(93,11) = 3 
x(94,6) = 4 
x(95,16) = 6 
x(96,5) = 2 
x(97,20) = 2 
x(98,9) = 6 
x(99,8) = 2 
x(100,14) = 6 
x(101,7) = 2 
x(102,3) = 8 
x(103,13) = 7 
x(104,9) = 1 
x(105,2) = 5 
x(106,15) = 1 
x(107,18) = 9 
x(108,1) = 0 
x(109,13) = 6 
x(110,13) = 1 
x(111,10) = 2 
x(112,9) = 4 
x(113,20) = 7 
x(114,3) = 2 
x(115,10) = 1 
x(116,10) = 7 
x(117,9) = 8 
x(118,12) = 5 
x(119,16) = 6 
x(120,7) = 0 
x(121,19) = 2 
x(122,15) = 0 
x(123,17) = 1 
x(124,16) = 4 
x(125,11) = 1 
x(126,2) = 0 
x(127,19) = 5 
x(128,16) = 0 
x(129,20) = 3 
x(130,6) = 0 
x(131,9) = 5 
x(132,12) = 9 
x(133,3) = 3 
x(134,9) = 0 
x(135,20) = 1 
x(136,5) = 7 
x(137,15) = 6 
x(138,16) = 3 
x(139,1) = 8 
x(140,16) = 2 
x(141,16) = 0 
x(142,13) = 1 
x(143,6) = 5 
x(144,4) = 6 
x(145,20) = 8 
x(146,11) = 0 
x(147,18) = 8 
x(148,7) = 3 
x(149,2) = 0 
x(150,8) = 1 
x(151,16) = 3 
x(152,4) = 4 
x(153,2) = 2 
x(154,15) = 1 
x(155,2) = 5 
x(156,13) = 5 
x(157,7) = 8 
x(158,4) = 3 
x(159,16) = 6 
x(160,1) = 2 
x(161,15) = 7 
x(162,6) = 0 
x(163,17) = 2 
x(164,16) = 2 
x(165,19) = 3 
x(166,8) = 2 
x(167,4) = 6 
x(168,6) = 5 
x(169,6) = 0 
x(170,6) = 8 
x(171,8) = 0 
x(172,16) = 6 
x(173,3) = 0 
x(174,7) = 6 
x(175,18) = 6 
x(176,18) = 6 
x(177,5) = 6 
x(178,14) = 7 
x(179,19) = 6 
x(180,15) = 1 
x(181,3) = 2 
x(182,20) = 7 
x(183,20) = 3 
x(184,11) = 1 
x(185,10) = 2 
x(186,20) = 4 
x(187,12) = 4 
x(188,13) = 3 
x(189,8) = 8 
x(190,12) = 2 
x(191,10) = 4 
x(192,12) = 5 
x(193,3) = 8 
x(194,12) = 0 
x(195,14) = 2 
x(196,4) = 3 
x(197,17) = 0 
x(198,5) = 1 
x(199,12) = 7 
x(200,20) = 0 
