x(1,1) = 11 
x(2,5) = 11 
x(3,5) = 11 
x(4,1) = 9 
x(5,8) = 11 
x(6,6) = 10 
x(7,4) = 11 
x(8,10) = 11 
x(9,6) = 11 
x(10,9) = 11 
x(11,7) = 11 
x(12,4) = 10 
x(13,7) = 10 
x(14,8) = 10 
x(15,10) = 11 
x(16,4) = 9 
x(17,6) = 10 
x(18,5) = 7 
x(19,9) = 11 
x(20,2) = 11 
x(21,10) = 11 
x(22,5) = 11 
x(23,9) = 11 
x(24,7) = 9 
x(25,9) = 10 
x(26,2) = 11 
x(27,10) = 8 
x(28,7) = 11 
x(29,6) = 11 
x(30,8) = 11 
x(31,3) = 11 
x(32,10) = 11 
x(33,8) = 10 
x(34,3) = 11 
x(35,7) = 11 
x(36,7) = 11 
x(37,2) = 11 
x(38,8) = 6 
x(39,9) = 11 
x(40,5) = 11 
x(41,5) = 11 
x(42,9) = 11 
x(43,5) = 11 
x(44,2) = 6 
x(45,9) = 11 
x(46,7) = 10 
x(47,7) = 11 
x(48,4) = 11 
x(49,1) = 11 
x(50,6) = 4 
x(51,2) = 6 
x(52,9) = 11 
x(53,10) = 1 
x(54,3) = 11 
x(55,1) = 11 
x(56,7) = 11 
x(57,8) = 11 
x(58,9) = 11 
x(59,10) = 7 
x(60,4) = 11 
x(61,8) = 11 
x(62,10) = 11 
x(63,4) = 7 
x(64,6) = 11 
x(65,10) = 6 
x(66,3) = 11 
x(67,6) = 11 
x(68,9) = 11 
x(69,3) = 11 
x(70,6) = 11 
x(71,3) = 11 
x(72,1) = 11 
x(73,6) = 11 
x(74,3) = 8 
x(75,2) = 11 
x(76,2) = 9 
x(77,1) = 11 
x(78,2) = 11 
x(79,8) = 11 
x(80,2) = 11 
x(81,2) = 10 
x(82,3) = 10 
x(83,5) = 0 
x(84,8) = 6 
x(85,1) = 11 
x(86,6) = 11 
x(87,7) = 11 
x(88,5) = 11 
x(89,8) = 11 
x(90,3) = 11 
x(91,9) = 11 
x(92,1) = 8 
x(93,1) = 11 
x(94,4) = 11 
x(95,7) = 11 
x(96,7) = 11 
x(97,3) = 11 
x(98,5) = 9 
x(99,5) = 11 
x(100,1) = 11 
x(101,2) = 11 
x(102,4) = 10 
x(103,1) = 11 
x(104,2) = 11 
x(105,9) = 11 
x(106,9) = 11 
x(107,3) = 11 
x(108,10) = 9 
x(109,4) = 11 
x(110,1) = 11 
x(111,4) = 11 
x(112,8) = 11 
x(113,6) = 3 
x(114,7) = 7 
x(115,4) = 11 
x(116,5) = 9 
x(117,6) = 11 
x(118,10) = 11 
x(119,2) = 11 
x(120,5) = 11 
x(121,9) = 11 
x(122,10) = 11 
x(123,10) = 11 
x(124,1) = 11 
x(125,9) = 10 
x(126,6) = 11 
x(127,4) = 11 
x(128,9) = 11 
x(129,7) = 5 
x(130,10) = 11 
x(131,3) = 11 
x(132,1) = 11 
x(133,5) = 11 
x(134,5) = 9 
x(135,7) = 6 
x(136,10) = 11 
x(137,3) = 11 
x(138,6) = 11 
x(139,2) = 9 
x(140,4) = 11 
x(141,4) = 6 
x(142,1) = 11 
x(143,8) = 11 
x(144,1) = 11 
x(145,1) = 9 
x(146,3) = 11 
x(147,6) = 11 
x(148,9) = 9 
x(149,3) = 11 
x(150,6) = 11 
x(151,1) = 10 
x(152,1) = 9 
x(153,8) = 11 
x(154,8) = 11 
x(155,4) = 11 
x(156,1) = 8 
x(157,10) = 6 
x(158,4) = 11 
x(159,4) = 11 
x(160,7) = 11 
x(161,2) = 11 
x(162,9) = 9 
x(163,3) = 7 
x(164,8) = 11 
x(165,2) = 11 
x(166,2) = 9 
x(167,8) = 2 
x(168,2) = 11 
x(169,6) = 11 
x(170,10) = 3 
x(171,5) = 5 
x(172,10) = 11 
x(173,4) = 11 
x(174,6) = 11 
x(175,9) = 5 
x(176,7) = 11 
x(177,4) = 11 
x(178,1) = 11 
x(179,9) = 11 
x(180,7) = 11 
x(181,3) = 11 
x(182,4) = 6 
x(183,1) = 11 
x(184,10) = 11 
x(185,10) = 11 
x(186,7) = 7 
x(187,8) = 10 
x(188,3) = 11 
x(189,5) = 11 
x(190,4) = 11 
x(191,5) = 11 
x(192,2) = 11 
x(193,2) = 11 
x(194,9) = 4 
x(195,8) = 11 
x(196,9) = 11 
x(197,8) = 9 
x(198,4) = 11 
x(199,6) = 10 
x(200,8) = 10 
