x(1,2) = 2 
x(2,2) = 6 
x(3,14) = 7 
x(4,14) = 8 
x(5,9) = 9 
x(6,19) = 2 
x(7,17) = 2 
x(8,6) = 2 
x(9,17) = 11 
x(10,7) = 2 
x(11,10) = 3 
x(12,4) = 1 
x(13,3) = 10 
x(14,2) = 2 
x(15,12) = 6 
x(16,13) = 8 
x(17,13) = 8 
x(18,15) = 11 
x(19,17) = 1 
x(20,5) = 5 
x(21,11) = 3 
x(22,6) = 4 
x(23,20) = 10 
x(24,14) = 3 
x(25,4) = 1 
x(26,13) = 0 
x(27,17) = 7 
x(28,12) = 7 
x(29,3) = 9 
x(30,18) = 8 
x(31,10) = 6 
x(32,14) = 11 
x(33,9) = 2 
x(34,1) = 9 
x(35,2) = 0 
x(36,18) = 2 
x(37,4) = 2 
x(38,3) = 6 
x(39,19) = 10 
x(40,16) = 10 
x(41,6) = 1 
x(42,12) = 2 
x(43,5) = 4 
x(44,4) = 1 
x(45,11) = 5 
x(46,17) = 6 
x(47,12) = 7 
x(48,2) = 3 
x(49,2) = 11 
x(50,8) = 5 
x(51,11) = 2 
x(52,13) = 1 
x(53,16) = 9 
x(54,10) = 7 
x(55,7) = 4 
x(56,11) = 0 
x(57,3) = 6 
x(58,8) = 1 
x(59,5) = 3 
x(60,6) = 0 
x(61,15) = 8 
x(62,16) = 3 
x(63,1) = 0 
x(64,12) = 4 
x(65,10) = 3 
x(66,14) = 8 
x(67,10) = 7 
x(68,18) = 5 
x(69,6) = 1 
x(70,10) = 9 
x(71,14) = 4 
x(72,12) = 3 
x(73,14) = 11 
x(74,17) = 5 
x(75,19) = 7 
x(76,12) = 3 
x(77,6) = 1 
x(78,2) = 4 
x(79,15) = 1 
x(80,19) = 2 
x(81,12) = 5 
x(82,6) = 7 
x(83,11) = 1 
x(84,16) = 10 
x(85,3) = 6 
x(86,14) = 0 
x(87,5) = 3 
x(88,15) = 3 
x(89,9) = 5 
x(90,4) = 10 
x(91,1) = 10 
x(92,13) = 11 
x(93,14) = 6 
x(94,9) = 3 
x(95,9) = 4 
x(96,11) = 8 
x(97,11) = 2 
x(98,10) = 7 
x(99,1) = 0 
x(100,11) = 3 
x(101,16) = 1 
x(102,10) = 7 
x(103,1) = 8 
x(104,8) = 10 
x(105,13) = 6 
x(106,16) = 7 
x(107,14) = 1 
x(108,11) = 9 
x(109,2) = 2 
x(110,15) = 1 
x(111,1) = 1 
x(112,12) = 2 
x(113,20) = 1 
x(114,17) = 2 
x(115,12) = 10 
x(116,8) = 4 
x(117,4) = 10 
x(118,16) = 8 
x(119,18) = 9 
x(120,6) = 10 
x(121,18) = 0 
x(122,1) = 0 
x(123,4) = 7 
x(124,16) = 0 
x(125,1) = 9 
x(126,2) = 6 
x(127,2) = 6 
x(128,6) = 11 
x(129,20) = 2 
x(130,10) = 6 
x(131,14) = 0 
x(132,19) = 9 
x(133,8) = 0 
x(134,14) = 11 
x(135,20) = 2 
x(136,19) = 9 
x(137,19) = 11 
x(138,15) = 0 
x(139,4) = 0 
x(140,10) = 3 
x(141,4) = 8 
x(142,9) = 2 
x(143,5) = 0 
x(144,6) = 8 
x(145,4) = 8 
x(146,19) = 5 
x(147,3) = 5 
x(148,19) = 11 
x(149,19) = 2 
x(150,3) = 6 
x(151,3) = 9 
x(152,12) = 6 
x(153,3) = 2 
x(154,12) = 1 
x(155,9) = 4 
x(156,3) = 8 
x(157,5) = 2 
x(158,16) = 9 
x(159,4) = 6 
