x(1,1) = 1 
x(2,19) = 10 
x(3,4) = 11 
x(4,10) = 2 
x(5,19) = 5 
x(6,9) = 1 
x(7,11) = 1 
x(8,9) = 7 
x(9,8) = 8 
x(10,13) = 5 
x(11,4) = 5 
x(12,20) = 2 
x(13,20) = 4 
x(14,10) = 3 
x(15,20) = 3 
x(16,5) = 0 
x(17,20) = 4 
x(18,18) = 5 
x(19,14) = 6 
x(20,19) = 0 
x(21,12) = 3 
x(22,15) = 8 
x(23,9) = 3 
x(24,4) = 5 
x(25,1) = 0 
x(26,8) = 2 
x(27,7) = 3 
x(28,17) = 2 
x(29,11) = 9 
x(30,6) = 5 
x(31,19) = 7 
x(32,2) = 6 
x(33,16) = 1 
x(34,14) = 3 
x(35,20) = 0 
x(36,13) = 5 
x(37,11) = 2 
x(38,19) = 3 
x(39,15) = 3 
x(40,5) = 2 
x(41,15) = 0 
x(42,2) = 1 
x(43,15) = 3 
x(44,14) = 4 
x(45,12) = 2 
x(46,4) = 7 
x(47,11) = 1 
x(48,3) = 9 
x(49,15) = 8 
x(50,20) = 11 
x(51,1) = 6 
x(52,10) = 10 
x(53,19) = 3 
x(54,14) = 0 
x(55,4) = 5 
x(56,9) = 5 
x(57,11) = 9 
x(58,17) = 4 
x(59,15) = 0 
x(60,7) = 7 
x(61,11) = 6 
x(62,13) = 0 
x(63,13) = 1 
x(64,17) = 1 
x(65,20) = 1 
x(66,16) = 7 
x(67,5) = 9 
x(68,13) = 9 
x(69,3) = 5 
x(70,15) = 8 
x(71,18) = 2 
x(72,15) = 7 
x(73,6) = 7 
x(74,18) = 3 
x(75,9) = 4 
x(76,5) = 6 
x(77,4) = 8 
x(78,1) = 5 
x(79,5) = 4 
x(80,15) = 1 
x(81,9) = 4 
x(82,18) = 2 
x(83,8) = 6 
x(84,2) = 9 
x(85,7) = 4 
x(86,4) = 0 
x(87,20) = 0 
x(88,7) = 4 
x(89,10) = 6 
x(90,14) = 4 
x(91,9) = 3 
x(92,15) = 8 
x(93,5) = 8 
x(94,15) = 6 
x(95,8) = 6 
x(96,20) = 5 
