x(1,4) = 9 
x(2,3) = 7 
x(3,3) = 11 
x(4,2) = 10 
x(5,2) = 8 
x(6,5) = 11 
x(7,2) = 11 
x(8,3) = 7 
x(9,4) = 0 
x(10,3) = 11 
x(11,2) = 0 
x(12,1) = 11 
x(13,3) = 3 
x(14,3) = 9 
x(15,2) = 11 
x(16,4) = 1 
x(17,2) = 11 
x(18,4) = 3 
x(19,2) = 11 
x(20,5) = 3 
x(21,1) = 6 
x(22,4) = 10 
x(23,1) = 6 
x(24,3) = 9 
x(25,1) = 11 
x(26,3) = 10 
x(27,1) = 10 
x(28,3) = 11 
x(29,4) = 8 
x(30,4) = 9 
x(31,2) = 6 
x(32,5) = 11 
x(33,1) = 5 
x(34,1) = 8 
x(35,5) = 10 
x(36,2) = 11 
x(37,4) = 11 
x(38,4) = 11 
x(39,2) = 11 
x(40,4) = 6 
x(41,5) = 11 
x(42,4) = 11 
x(43,3) = 4 
x(44,3) = 4 
x(45,4) = 2 
x(46,1) = 11 
x(47,5) = 6 
x(48,2) = 11 
x(49,1) = 8 
x(50,1) = 4 
x(51,5) = 11 
x(52,2) = 7 
x(53,5) = 9 
x(54,1) = 6 
x(55,5) = 7 
x(56,3) = 7 
x(57,4) = 0 
x(58,5) = 9 
x(59,5) = 8 
x(60,2) = 11 
x(61,2) = 7 
x(62,2) = 11 
x(63,2) = 3 
x(64,3) = 11 
x(65,4) = 8 
x(66,5) = 5 
x(67,1) = 0 
x(68,2) = 6 
x(69,1) = 11 
x(70,4) = 11 
x(71,4) = 11 
x(72,1) = 11 
x(73,5) = 7 
x(74,2) = 11 
x(75,2) = 0 
x(76,3) = 11 
x(77,1) = 7 
x(78,5) = 8 
x(79,1) = 9 
x(80,2) = 11 
x(81,4) = 10 
x(82,1) = 10 
x(83,1) = 11 
x(84,5) = 11 
x(85,4) = 5 
x(86,5) = 7 
x(87,4) = 11 
x(88,5) = 8 
x(89,5) = 7 
x(90,2) = 11 
x(91,1) = 0 
x(92,3) = 11 
x(93,1) = 6 
x(94,5) = 9 
x(95,1) = 9 
x(96,2) = 6 
x(97,3) = 9 
x(98,4) = 11 
x(99,4) = 10 
x(100,4) = 5 
