x(1,6) = 8 
x(2,13) = 11 
x(3,14) = 4 
x(4,1) = 11 
x(5,1) = 10 
x(6,9) = 11 
x(7,5) = 11 
x(8,12) = 10 
x(9,7) = 10 
x(10,9) = 7 
x(11,6) = 5 
x(12,15) = 7 
x(13,4) = 9 
x(14,16) = 11 
x(15,20) = 3 
x(16,19) = 11 
x(17,17) = 8 
x(18,15) = 11 
x(19,5) = 6 
x(20,4) = 10 
x(21,4) = 11 
x(22,4) = 8 
x(23,17) = 10 
x(24,18) = 11 
x(25,14) = 11 
x(26,15) = 1 
x(27,3) = 8 
x(28,19) = 7 
x(29,1) = 9 
x(30,18) = 10 
x(31,2) = 2 
x(32,13) = 5 
x(33,7) = 10 
x(34,2) = 9 
x(35,3) = 9 
x(36,14) = 6 
x(37,10) = 10 
x(38,16) = 7 
x(39,11) = 3 
x(40,13) = 10 
x(41,9) = 6 
x(42,1) = 11 
x(43,4) = 11 
x(44,11) = 11 
x(45,17) = 11 
x(46,17) = 9 
x(47,10) = 3 
x(48,3) = 11 
x(49,11) = 10 
x(50,7) = 11 
x(51,16) = 9 
x(52,20) = 10 
x(53,20) = 7 
x(54,8) = 11 
x(55,7) = 4 
x(56,9) = 10 
x(57,14) = 7 
x(58,13) = 10 
x(59,13) = 5 
x(60,20) = 11 
x(61,10) = 11 
x(62,12) = 11 
x(63,17) = 11 
x(64,10) = 10 
x(65,11) = 6 
x(66,18) = 10 
x(67,11) = 11 
x(68,20) = 3 
x(69,16) = 7 
x(70,13) = 11 
x(71,6) = 5 
x(72,3) = 9 
x(73,7) = 11 
x(74,5) = 11 
x(75,8) = 1 
x(76,8) = 9 
x(77,6) = 7 
x(78,5) = 11 
x(79,19) = 5 
x(80,2) = 10 
x(81,3) = 11 
x(82,12) = 8 
x(83,18) = 6 
x(84,8) = 0 
x(85,8) = 9 
x(86,12) = 10 
x(87,18) = 11 
x(88,18) = 9 
x(89,1) = 11 
x(90,12) = 11 
x(91,17) = 9 
x(92,9) = 3 
x(93,5) = 7 
x(94,9) = 11 
x(95,1) = 8 
x(96,12) = 11 
x(97,15) = 7 
x(98,10) = 10 
x(99,20) = 11 
x(100,8) = 11 
