x(1,1) = 9 
x(2,1) = 6 
x(3,6) = 6 
x(4,1) = 11 
x(5,1) = 2 
x(6,10) = 11 
x(7,4) = 11 
x(8,7) = 7 
x(9,10) = 11 
x(10,5) = 9 
x(11,1) = 10 
x(12,3) = 6 
x(13,8) = 5 
x(14,1) = 10 
x(15,3) = 6 
x(16,4) = 5 
x(17,4) = 11 
x(18,9) = 10 
x(19,6) = 2 
x(20,5) = 8 
x(21,7) = 9 
x(22,6) = 11 
x(23,9) = 6 
x(24,1) = 1 
x(25,5) = 4 
x(26,6) = 3 
x(27,9) = 5 
x(28,4) = 10 
x(29,9) = 7 
x(30,10) = 10 
x(31,7) = 6 
x(32,9) = 0 
x(33,8) = 8 
x(34,7) = 6 
x(35,5) = 0 
x(36,8) = 5 
x(37,8) = 1 
x(38,9) = 11 
x(39,2) = 3 
x(40,1) = 6 
x(41,6) = 4 
x(42,10) = 7 
x(43,6) = 8 
x(44,1) = 2 
x(45,1) = 6 
x(46,1) = 2 
x(47,7) = 6 
x(48,7) = 11 
x(49,7) = 2 
x(50,5) = 1 
x(51,8) = 1 
x(52,2) = 11 
x(53,10) = 11 
x(54,2) = 11 
x(55,4) = 3 
x(56,7) = 8 
x(57,6) = 9 
x(58,4) = 11 
x(59,7) = 10 
x(60,8) = 1 
x(61,5) = 11 
x(62,3) = 6 
x(63,6) = 8 
x(64,1) = 8 
x(65,6) = 6 
x(66,5) = 6 
x(67,8) = 6 
x(68,8) = 6 
x(69,1) = 1 
x(70,10) = 6 
x(71,5) = 5 
x(72,3) = 6 
x(73,7) = 10 
x(74,3) = 11 
x(75,5) = 5 
x(76,8) = 6 
x(77,5) = 8 
x(78,1) = 8 
x(79,5) = 6 
x(80,3) = 2 
x(81,5) = 11 
x(82,2) = 10 
x(83,3) = 10 
x(84,9) = 5 
x(85,8) = 3 
x(86,3) = 8 
x(87,10) = 8 
x(88,9) = 1 
x(89,2) = 1 
x(90,7) = 1 
x(91,5) = 7 
x(92,6) = 6 
x(93,2) = 7 
x(94,6) = 7 
x(95,6) = 11 
x(96,4) = 10 
x(97,10) = 10 
x(98,9) = 8 
x(99,8) = 5 
x(100,2) = 5 
x(101,7) = 10 
x(102,3) = 11 
x(103,3) = 7 
x(104,4) = 11 
x(105,3) = 5 
x(106,5) = 7 
x(107,7) = 6 
x(108,4) = 0 
x(109,5) = 11 
x(110,3) = 11 
x(111,3) = 3 
x(112,5) = 3 
x(113,9) = 10 
x(114,10) = 6 
x(115,10) = 3 
x(116,10) = 9 
x(117,5) = 6 
x(118,9) = 9 
x(119,10) = 10 
x(120,8) = 5 
x(121,10) = 11 
x(122,5) = 7 
x(123,5) = 7 
x(124,7) = 6 
x(125,2) = 10 
x(126,2) = 10 
x(127,10) = 2 
x(128,2) = 4 
x(129,7) = 5 
x(130,6) = 8 
x(131,8) = 5 
x(132,9) = 5 
x(133,3) = 4 
x(134,4) = 4 
x(135,9) = 9 
x(136,9) = 2 
x(137,9) = 6 
x(138,1) = 5 
x(139,6) = 2 
x(140,6) = 7 
x(141,10) = 5 
x(142,10) = 11 
x(143,6) = 9 
x(144,4) = 4 
x(145,8) = 5 
x(146,9) = 4 
x(147,3) = 1 
x(148,6) = 5 
x(149,2) = 2 
x(150,6) = 6 
x(151,2) = 1 
x(152,4) = 11 
x(153,8) = 7 
x(154,3) = 11 
x(155,1) = 10 
x(156,6) = 3 
x(157,7) = 7 
x(158,2) = 2 
x(159,9) = 10 
x(160,8) = 6 
x(161,4) = 1 
x(162,6) = 10 
x(163,3) = 4 
x(164,9) = 10 
x(165,6) = 6 
x(166,7) = 9 
x(167,4) = 10 
x(168,9) = 7 
x(169,5) = 9 
x(170,6) = 6 
x(171,8) = 8 
x(172,7) = 3 
x(173,2) = 11 
x(174,8) = 4 
x(175,9) = 3 
x(176,4) = 5 
x(177,8) = 3 
x(178,1) = 10 
x(179,2) = 6 
x(180,4) = 7 
x(181,3) = 9 
x(182,2) = 4 
x(183,1) = 3 
x(184,8) = 11 
x(185,10) = 4 
x(186,10) = 10 
x(187,7) = 4 
x(188,5) = 2 
x(189,8) = 8 
x(190,10) = 2 
x(191,5) = 4 
x(192,10) = 11 
x(193,4) = 9 
x(194,4) = 7 
x(195,5) = 2 
x(196,4) = 10 
x(197,4) = 10 
x(198,5) = 5 
x(199,7) = 10 
x(200,4) = 5 
