x(1,9) = 3 
x(2,14) = 0 
x(3,33) = 0 
x(4,13) = 0 
x(5,35) = 0 
x(6,34) = 7 
x(7,72) = 0 
x(8,37) = 0 
x(9,25) = 1 
x(10,74) = 4 
x(11,73) = 2 
x(12,10) = 3 
x(13,52) = 0 
x(14,78) = 6 
x(15,32) = 4 
x(16,67) = 7 
x(17,12) = 0 
x(18,64) = 5 
x(19,62) = 2 
x(20,53) = 6 
x(21,6) = 0 
x(22,16) = 7 
x(23,48) = 0 
x(24,64) = 1 
x(25,35) = 0 
x(26,64) = 0 
x(27,65) = 1 
x(28,12) = 0 
x(29,76) = 1 
x(30,38) = 1 
x(31,30) = 1 
x(32,23) = 3 
x(33,76) = 3 
x(34,1) = 1 
x(35,67) = 0 
x(36,79) = 0 
x(37,5) = 0 
x(38,34) = 6 
x(39,7) = 2 
x(40,43) = 0 
x(41,73) = 0 
x(42,59) = 4 
x(43,71) = 0 
x(44,44) = 1 
x(45,72) = 1 
x(46,73) = 0 
x(47,80) = 1 
x(48,45) = 1 
x(49,3) = 5 
x(50,14) = 5 
x(51,45) = 0 
x(52,44) = 4 
x(53,72) = 0 
x(54,37) = 0 
x(55,2) = 0 
x(56,4) = 0 
x(57,3) = 5 
x(58,9) = 1 
x(59,45) = 6 
x(60,49) = 0 
x(61,31) = 0 
x(62,24) = 0 
x(63,59) = 0 
x(64,20) = 5 
x(65,56) = 4 
x(66,31) = 1 
x(67,14) = 0 
x(68,46) = 0 
x(69,17) = 0 
x(70,76) = 0 
x(71,14) = 3 
x(72,46) = 3 
x(73,52) = 1 
x(74,65) = 1 
x(75,10) = 0 
x(76,59) = 0 
x(77,40) = 2 
x(78,28) = 0 
x(79,34) = 0 
x(80,60) = 3 
x(81,54) = 4 
x(82,37) = 2 
x(83,57) = 0 
x(84,36) = 5 
x(85,3) = 0 
x(86,47) = 4 
x(87,15) = 1 
x(88,15) = 0 
x(89,64) = 0 
x(90,8) = 3 
x(91,34) = 0 
x(92,46) = 0 
x(93,11) = 0 
x(94,13) = 0 
x(95,46) = 3 
x(96,18) = 0 
x(97,6) = 0 
x(98,53) = 4 
x(99,25) = 0 
x(100,5) = 6 
x(101,58) = 5 
x(102,28) = 1 
x(103,44) = 7 
x(104,28) = 6 
x(105,60) = 5 
x(106,60) = 6 
x(107,22) = 6 
x(108,43) = 0 
x(109,40) = 1 
x(110,73) = 3 
x(111,25) = 0 
x(112,51) = 0 
x(113,14) = 5 
x(114,68) = 4 
x(115,70) = 4 
x(116,1) = 0 
x(117,68) = 0 
x(118,20) = 6 
x(119,35) = 0 
x(120,63) = 1 
x(121,10) = 6 
x(122,24) = 3 
x(123,28) = 0 
x(124,44) = 7 
x(125,69) = 3 
x(126,55) = 0 
x(127,20) = 7 
x(128,58) = 3 
x(129,74) = 3 
x(130,60) = 0 
x(131,54) = 0 
x(132,57) = 6 
x(133,31) = 6 
x(134,19) = 0 
x(135,56) = 0 
x(136,70) = 0 
x(137,35) = 2 
x(138,76) = 3 
x(139,52) = 0 
x(140,54) = 5 
x(141,53) = 0 
x(142,66) = 5 
x(143,70) = 1 
x(144,61) = 5 
x(145,77) = 0 
x(146,29) = 0 
x(147,18) = 5 
x(148,43) = 0 
x(149,10) = 6 
x(150,18) = 4 
x(151,46) = 0 
x(152,78) = 0 
x(153,23) = 6 
x(154,13) = 0 
x(155,31) = 1 
x(156,3) = 2 
x(157,40) = 0 
x(158,10) = 4 
x(159,26) = 0 
x(160,69) = 0 
x(161,7) = 0 
x(162,28) = 0 
x(163,16) = 2 
x(164,58) = 0 
x(165,78) = 0 
x(166,18) = 2 
x(167,6) = 5 
x(168,34) = 8 
x(169,16) = 3 
x(170,63) = 0 
x(171,31) = 0 
x(172,74) = 1 
x(173,44) = 5 
x(174,79) = 0 
x(175,12) = 5 
x(176,42) = 5 
x(177,80) = 1 
x(178,53) = 4 
x(179,48) = 0 
x(180,80) = 0 
x(181,24) = 0 
x(182,46) = 0 
x(183,75) = 4 
x(184,7) = 1 
x(185,47) = 0 
x(186,13) = 0 
x(187,76) = 0 
x(188,60) = 0 
x(189,79) = 0 
x(190,34) = 0 
x(191,67) = 0 
x(192,38) = 0 
x(193,11) = 4 
x(194,37) = 0 
x(195,11) = 4 
x(196,4) = 0 
x(197,53) = 4 
x(198,63) = 0 
x(199,37) = 5 
x(200,53) = 0 
x(201,10) = 3 
x(202,30) = 0 
x(203,49) = 0 
x(204,73) = 6 
x(205,20) = 0 
x(206,59) = 0 
x(207,40) = 3 
x(208,47) = 5 
x(209,22) = 4 
x(210,59) = 0 
x(211,13) = 1 
x(212,2) = 6 
x(213,28) = 5 
x(214,69) = 3 
x(215,10) = 0 
x(216,7) = 0 
x(217,78) = 0 
x(218,62) = 6 
x(219,57) = 0 
x(220,35) = 0 
x(221,32) = 1 
x(222,3) = 0 
x(223,62) = 0 
x(224,19) = 0 
x(225,17) = 0 
x(226,35) = 3 
x(227,11) = 0 
x(228,76) = 6 
x(229,78) = 0 
x(230,73) = 0 
x(231,35) = 5 
x(232,46) = 8 
x(233,44) = 2 
x(234,3) = 4 
x(235,41) = 0 
x(236,64) = 4 
x(237,36) = 3 
x(238,58) = 6 
x(239,2) = 2 
x(240,18) = 0 
x(241,64) = 1 
x(242,56) = 1 
x(243,64) = 1 
x(244,40) = 5 
x(245,26) = 5 
x(246,62) = 6 
x(247,37) = 0 
x(248,69) = 0 
x(249,42) = 6 
x(250,9) = 0 
x(251,1) = 1 
x(252,5) = 0 
x(253,5) = 2 
x(254,73) = 7 
x(255,24) = 5 
x(256,78) = 4 
x(257,20) = 0 
x(258,62) = 0 
x(259,45) = 0 
x(260,68) = 3 
x(261,53) = 1 
x(262,30) = 0 
x(263,15) = 0 
x(264,19) = 0 
x(265,51) = 6 
x(266,31) = 0 
x(267,32) = 2 
x(268,51) = 5 
x(269,50) = 0 
x(270,42) = 8 
x(271,80) = 6 
x(272,4) = 0 
x(273,5) = 0 
x(274,1) = 2 
x(275,67) = 0 
x(276,47) = 0 
x(277,54) = 0 
x(278,32) = 0 
x(279,71) = 1 
x(280,1) = 7 
x(281,67) = 1 
x(282,26) = 0 
x(283,2) = 5 
x(284,32) = 0 
x(285,20) = 0 
x(286,73) = 0 
x(287,64) = 0 
x(288,24) = 0 
x(289,16) = 0 
x(290,20) = 1 
x(291,67) = 0 
x(292,1) = 6 
x(293,14) = 0 
x(294,57) = 2 
x(295,27) = 0 
x(296,56) = 0 
x(297,74) = 4 
x(298,4) = 0 
x(299,49) = 5 
x(300,67) = 0 
x(301,20) = 4 
x(302,2) = 0 
x(303,40) = 7 
x(304,61) = 3 
x(305,24) = 0 
x(306,19) = 0 
x(307,63) = 5 
x(308,3) = 6 
x(309,26) = 0 
x(310,35) = 4 
x(311,79) = 1 
x(312,6) = 0 
x(313,35) = 0 
x(314,3) = 0 
x(315,14) = 0 
x(316,56) = 0 
x(317,75) = 4 
x(318,50) = 6 
x(319,16) = 7 
x(320,60) = 1 
x(321,72) = 3 
x(322,3) = 5 
x(323,4) = 0 
x(324,13) = 5 
x(325,65) = 0 
x(326,41) = 0 
x(327,65) = 4 
x(328,26) = 8 
x(329,26) = 3 
x(330,29) = 0 
x(331,73) = 8 
x(332,74) = 0 
x(333,40) = 0 
x(334,32) = 0 
x(335,17) = 6 
x(336,35) = 0 
x(337,5) = 0 
x(338,76) = 3 
x(339,4) = 5 
x(340,46) = 0 
x(341,20) = 6 
x(342,28) = 0 
x(343,75) = 4 
x(344,48) = 1 
x(345,61) = 0 
x(346,11) = 2 
x(347,52) = 0 
x(348,33) = 5 
x(349,39) = 2 
x(350,56) = 0 
x(351,35) = 0 
x(352,21) = 5 
x(353,44) = 0 
x(354,2) = 9 
x(355,8) = 0 
x(356,49) = 0 
x(357,42) = 6 
x(358,50) = 0 
x(359,69) = 0 
x(360,28) = 0 
x(361,44) = 0 
x(362,37) = 3 
x(363,49) = 0 
x(364,69) = 6 
x(365,51) = 0 
x(366,61) = 5 
x(367,33) = 0 
x(368,3) = 0 
x(369,2) = 4 
x(370,30) = 2 
x(371,78) = 0 
x(372,12) = 3 
x(373,3) = 0 
x(374,39) = 0 
x(375,50) = 8 
x(376,70) = 0 
x(377,8) = 0 
x(378,68) = 1 
x(379,21) = 2 
x(380,37) = 0 
x(381,34) = 0 
x(382,78) = 0 
x(383,29) = 2 
x(384,63) = 1 
x(385,36) = 4 
x(386,23) = 0 
x(387,13) = 4 
x(388,32) = 3 
x(389,57) = 4 
x(390,63) = 0 
x(391,30) = 0 
x(392,39) = 0 
x(393,21) = 0 
x(394,51) = 4 
x(395,68) = 4 
x(396,57) = 0 
x(397,51) = 7 
x(398,60) = 0 
x(399,8) = 4 
x(400,54) = 1 
x(401,79) = 0 
x(402,29) = 0 
x(403,2) = 5 
x(404,1) = 0 
x(405,3) = 0 
x(406,65) = 7 
x(407,67) = 0 
x(408,44) = 1 
x(409,67) = 0 
x(410,57) = 5 
x(411,1) = 3 
x(412,9) = 0 
x(413,15) = 0 
x(414,58) = 5 
x(415,33) = 0 
x(416,80) = 2 
x(417,71) = 0 
x(418,61) = 3 
x(419,71) = 3 
x(420,72) = 0 
x(421,47) = 0 
x(422,38) = 4 
x(423,40) = 0 
x(424,70) = 3 
x(425,47) = 4 
x(426,45) = 4 
x(427,27) = 0 
x(428,80) = 3 
x(429,45) = 1 
x(430,66) = 1 
x(431,13) = 3 
x(432,9) = 0 
x(433,23) = 4 
x(434,6) = 3 
x(435,7) = 0 
x(436,77) = 0 
x(437,48) = 0 
x(438,44) = 5 
x(439,60) = 0 
x(440,50) = 6 
x(441,71) = 0 
x(442,46) = 0 
x(443,9) = 0 
x(444,45) = 4 
x(445,72) = 1 
x(446,64) = 0 
x(447,41) = 5 
x(448,78) = 0 
x(449,26) = 1 
x(450,3) = 0 
x(451,33) = 0 
x(452,52) = 0 
x(453,47) = 0 
x(454,27) = 5 
x(455,22) = 0 
x(456,60) = 1 
x(457,17) = 0 
x(458,40) = 0 
x(459,74) = 1 
x(460,56) = 0 
x(461,70) = 0 
x(462,11) = 0 
x(463,74) = 1 
x(464,14) = 7 
x(465,31) = 0 
x(466,50) = 1 
x(467,52) = 0 
x(468,43) = 0 
x(469,61) = 2 
x(470,14) = 4 
x(471,22) = 7 
x(472,39) = 0 
x(473,62) = 3 
x(474,64) = 7 
x(475,53) = 6 
x(476,55) = 1 
x(477,60) = 0 
x(478,53) = 7 
x(479,14) = 0 
x(480,3) = 6 
x(481,62) = 5 
x(482,29) = 0 
x(483,22) = 1 
x(484,33) = 0 
x(485,14) = 8 
x(486,70) = 0 
x(487,64) = 6 
x(488,50) = 0 
x(489,36) = 5 
x(490,33) = 5 
x(491,61) = 0 
x(492,74) = 0 
x(493,51) = 0 
x(494,56) = 3 
x(495,3) = 5 
x(496,28) = 0 
x(497,3) = 4 
x(498,30) = 0 
x(499,58) = 3 
x(500,22) = 0 
x(501,36) = 6 
x(502,64) = 6 
x(503,69) = 0 
x(504,53) = 0 
x(505,57) = 0 
x(506,62) = 7 
x(507,41) = 0 
x(508,37) = 0 
x(509,16) = 0 
x(510,58) = 5 
x(511,10) = 0 
x(512,28) = 0 
x(513,29) = 0 
x(514,19) = 0 
x(515,64) = 1 
x(516,33) = 0 
x(517,38) = 0 
x(518,76) = 0 
x(519,45) = 0 
x(520,25) = 0 
x(521,49) = 0 
x(522,65) = 0 
x(523,4) = 5 
x(524,8) = 5 
x(525,78) = 5 
x(526,2) = 4 
x(527,11) = 4 
x(528,46) = 4 
x(529,38) = 0 
x(530,20) = 2 
x(531,27) = 4 
x(532,64) = 0 
x(533,54) = 0 
x(534,18) = 0 
x(535,17) = 0 
x(536,5) = 0 
x(537,45) = 0 
x(538,10) = 0 
x(539,13) = 3 
x(540,75) = 0 
x(541,10) = 5 
x(542,66) = 0 
x(543,60) = 5 
x(544,13) = 4 
x(545,5) = 5 
x(546,7) = 5 
x(547,2) = 6 
x(548,71) = 0 
x(549,2) = 5 
x(550,53) = 0 
x(551,75) = 0 
x(552,69) = 1 
x(553,71) = 6 
x(554,65) = 0 
x(555,32) = 3 
x(556,29) = 0 
x(557,68) = 0 
x(558,46) = 2 
x(559,42) = 0 
x(560,61) = 3 
x(561,76) = 3 
x(562,32) = 4 
x(563,43) = 3 
x(564,74) = 5 
x(565,61) = 0 
x(566,67) = 5 
x(567,36) = 0 
x(568,71) = 0 
x(569,13) = 0 
x(570,67) = 4 
x(571,47) = 1 
x(572,45) = 6 
x(573,34) = 0 
x(574,46) = 0 
x(575,64) = 0 
x(576,73) = 0 
x(577,5) = 0 
x(578,59) = 3 
x(579,78) = 4 
x(580,58) = 0 
x(581,69) = 0 
x(582,58) = 0 
x(583,17) = 6 
x(584,59) = 0 
x(585,30) = 0 
x(586,12) = 0 
x(587,66) = 0 
x(588,47) = 0 
x(589,25) = 5 
x(590,69) = 3 
x(591,66) = 6 
x(592,19) = 0 
x(593,20) = 4 
x(594,2) = 0 
x(595,12) = 0 
x(596,56) = 2 
x(597,54) = 4 
x(598,23) = 0 
x(599,59) = 5 
x(600,44) = 4 
x(601,66) = 1 
x(602,47) = 0 
x(603,54) = 5 
x(604,65) = 0 
x(605,58) = 1 
x(606,66) = 0 
x(607,53) = 0 
x(608,41) = 5 
x(609,37) = 4 
x(610,66) = 5 
x(611,53) = 6 
x(612,3) = 0 
x(613,17) = 2 
x(614,24) = 0 
x(615,43) = 0 
x(616,33) = 6 
x(617,15) = 3 
x(618,70) = 0 
x(619,3) = 1 
x(620,67) = 2 
x(621,2) = 0 
x(622,73) = 7 
x(623,45) = 3 
