x(1,4) = 9 
x(2,14) = 5 
x(3,8) = 0 
x(4,13) = 2 
x(5,15) = 4 
x(6,17) = 0 
x(7,9) = 1 
x(8,6) = 0 
x(9,18) = 1 
x(10,16) = 3 
x(11,12) = 2 
x(12,14) = 3 
x(13,2) = 2 
x(14,11) = 0 
x(15,2) = 7 
x(16,14) = 0 
x(17,15) = 0 
x(18,16) = 7 
x(19,2) = 1 
x(20,7) = 2 
x(21,5) = 0 
x(22,11) = 1 
x(23,7) = 4 
x(24,4) = 5 
x(25,18) = 4 
x(26,12) = 6 
x(27,4) = 4 
x(28,19) = 8 
x(29,18) = 1 
x(30,8) = 3 
x(31,17) = 4 
x(32,4) = 1 
x(33,5) = 8 
x(34,19) = 2 
x(35,15) = 3 
x(36,4) = 1 
x(37,12) = 2 
x(38,7) = 2 
x(39,10) = 10 
x(40,18) = 7 
x(41,12) = 1 
x(42,16) = 8 
x(43,3) = 0 
x(44,4) = 9 
x(45,2) = 8 
x(46,10) = 2 
x(47,9) = 1 
x(48,14) = 2 
x(49,18) = 2 
x(50,11) = 2 
x(51,5) = 9 
x(52,13) = 2 
x(53,16) = 4 
x(54,7) = 1 
x(55,14) = 9 
x(56,18) = 3 
x(57,1) = 2 
x(58,12) = 5 
x(59,1) = 1 
x(60,15) = 6 
x(61,19) = 2 
x(62,15) = 0 
x(63,20) = 5 
x(64,19) = 0 
x(65,14) = 7 
x(66,8) = 11 
x(67,1) = 2 
x(68,11) = 3 
x(69,5) = 1 
x(70,6) = 4 
x(71,16) = 5 
x(72,14) = 2 
x(73,7) = 0 
x(74,19) = 1 
x(75,9) = 3 
x(76,3) = 0 
x(77,3) = 5 
x(78,6) = 3 
x(79,10) = 1 
x(80,2) = 5 
x(81,8) = 1 
x(82,20) = 1 
x(83,8) = 3 
x(84,5) = 7 
x(85,6) = 2 
x(86,15) = 8 
x(87,9) = 1 
x(88,10) = 1 
x(89,6) = 2 
x(90,20) = 0 
x(91,6) = 6 
x(92,17) = 4 
x(93,8) = 4 
x(94,3) = 5 
x(95,5) = 5 
x(96,5) = 6 
x(97,13) = 2 
x(98,14) = 2 
x(99,20) = 0 
x(100,6) = 1 
